STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
Total (Uts),2010,Family Problems,2,105,145,74,11,337,5,142,77,14,6,244,581
Total (Uts),2010,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2010,Love Affairs,1,37,4,0,0,42,0,31,2,1,0,34,76
Total (Uts),2010,"Physical Abuse (Rape,Incest Etc.)",0,1,0,0,0,1,1,2,1,0,0,4,5
Total (Uts),2010,Poverty,0,9,11,7,0,27,0,8,1,1,0,10,37
Total (Uts),2010,Professional/Career Problem,0,3,4,2,0,9,0,0,0,0,0,0,9
Total (Uts),2010,Property Dispute,0,4,7,1,0,12,0,0,0,0,0,0,12
Total (Uts),2010,Unemployment,0,32,18,3,0,53,0,3,0,0,0,3,56
Total (Uts),2010,Causes Not known,7,195,154,59,34,449,13,145,50,14,4,226,675
Total (Uts),2010,Other Causes (Please Specify),10,77,79,33,15,214,2,72,33,6,7,120,334
Total (Uts),2010,Total,25,574,543,255,96,1493,29,543,220,56,32,880,2373
Total (Uts),2010,Total Illness,2,51,80,59,29,221,2,51,27,12,15,107,328
Total (Uts),2011,Bankruptcy or Sudden change in Economic Status,0,3,22,5,1,31,0,2,0,2,0,4,35
Total (Uts),2011,Suspected/Illicit Relation,0,8,2,0,0,10,0,16,0,0,0,16,26
Total (Uts),2011,Cancellation/Non-Settlement of Marriage,0,23,1,0,0,24,0,5,1,0,0,6,30
Total (Uts),2011,Not having Children (Barrenness/Impotency),0,5,2,4,0,11,1,3,4,0,1,9,20
Total (Uts),2011,Illness (Aids/STD),0,0,0,0,1,1,0,0,0,0,0,0,1
Total (Uts),2011,Cancer,0,1,1,2,0,4,1,0,0,0,0,1,5
Total (Uts),2011,Paralysis,0,0,0,4,0,4,0,0,0,0,0,0,4
Total (Uts),2011,Insanity/Mental Illness,0,17,29,17,5,68,1,18,8,7,4,38,106
Total (Uts),2011,Other Prolonged Illness,0,34,63,77,29,203,2,28,30,12,14,86,289
Total (Uts),2011,Death of Dear Person,0,2,3,4,1,10,0,1,1,0,0,2,12
Total (Uts),2011,Dowry Dispute,0,2,1,0,0,3,0,20,6,0,0,26,29
Total (Uts),2011,Divorce,0,2,0,0,0,2,0,2,0,0,0,2,4
Total (Uts),2011,Drug Abuse/Addiction,2,17,17,9,1,46,0,4,5,2,0,11,57
Total (Uts),2011,Failure in Examination,3,29,0,0,0,32,2,17,0,0,0,19,51
Total (Uts),2011,Fall in Social Reputation,0,3,3,3,2,11,0,3,0,0,0,3,14
Total (Uts),2011,Family Problems,4,181,177,60,18,440,7,148,63,16,4,238,678
Total (Uts),2011,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,0,0,0,0,0,1
Total (Uts),2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,0,0,0,3,3
Total (Uts),2011,Love Affairs,0,40,3,0,0,43,1,30,2,0,0,33,76
Total (Uts),2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2011,Poverty,0,10,10,1,0,21,0,2,0,0,0,2,23
Total (Uts),2011,Professional/Career Problem,0,3,6,3,0,12,0,3,1,0,0,4,16
Total (Uts),2011,Property Dispute,0,18,12,0,0,30,0,3,0,0,0,3,33
Total (Uts),2011,Unemployment,0,38,15,4,0,57,0,10,0,0,0,10,67
Total (Uts),2011,Causes Not known,11,241,125,51,13,441,11,117,49,21,3,201,642
Total (Uts),2011,Other Causes (Please Specify),2,119,87,51,10,269,4,70,30,8,7,119,388
Total (Uts),2011,Total,22,797,579,295,81,1774,30,505,200,68,33,836,2610
Total (Uts),2011,Total Illness,0,52,93,100,35,280,4,46,38,19,18,125,405
Total (Uts),2012,Bankruptcy or Sudden change in Economic Status,0,3,14,1,0,18,1,3,0,0,0,4,22
Total (Uts),2012,Suspected/Illicit Relation,0,3,4,2,0,9,0,2,3,0,0,5,14
Total (Uts),2012,Cancellation/Non-Settlement of Marriage,0,6,10,0,0,16,0,5,2,1,0,8,24
Total (Uts),2012,Not having Children (Barrenness/Impotency),0,0,1,3,0,4,0,3,0,0,0,3,7
Total (Uts),2012,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2012,Cancer,0,1,0,4,1,6,0,0,0,0,0,0,6
Total (Uts),2012,Paralysis,0,0,4,3,3,10,0,0,0,0,0,0,10
Total (Uts),2012,Insanity/Mental Illness,2,14,22,15,6,59,1,9,9,4,2,25,84
Total (Uts),2012,Other Prolonged Illness,2,24,58,61,34,179,2,38,28,15,14,97,276
Total (Uts),2012,Death of Dear Person,0,4,3,3,2,12,0,4,5,1,1,11,23
Total (Uts),2012,Dowry Dispute,0,0,1,0,0,1,0,48,9,3,0,60,61
Total (Uts),2012,Divorce,0,2,0,1,0,3,0,1,1,0,0,2,5
Total (Uts),2012,Drug Abuse/Addiction,1,26,20,4,0,51,0,0,0,0,0,0,51
Total (Uts),2012,Failure in Examination,9,44,0,0,0,53,10,33,1,0,0,44,97
Total (Uts),2012,Fall in Social Reputation,0,10,7,2,3,22,0,2,3,2,0,7,29
Total (Uts),2012,Family Problems,4,172,187,63,16,442,3,133,86,15,10,247,689
Total (Uts),2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2012,Love Affairs,0,52,2,0,0,54,4,52,2,0,0,58,112
Total (Uts),2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Total (Uts),2012,Poverty,0,23,10,9,0,42,0,8,4,0,0,12,54
Total (Uts),2012,Professional/Career Problem,0,5,1,1,0,7,0,1,0,0,0,1,8
Total (Uts),2012,Property Dispute,0,3,3,0,0,6,0,2,0,0,1,3,9
Total (Uts),2012,Unemployment,0,61,33,2,0,96,0,6,2,1,0,9,105
Total (Uts),2012,Causes Not known,8,252,185,68,15,528,13,135,59,15,2,224,752
Total (Uts),2012,Other Causes (Please Specify),5,86,75,37,19,222,4,70,26,9,9,118,340
Total (Uts),2012,Total,31,791,640,279,99,1840,38,555,240,66,39,938,2778
Total (Uts),2012,Total Illness,4,39,84,83,44,254,3,47,37,19,16,122,376
Total (All India),2001,Bankruptcy or Sudden change in Economic Status,4,373,1032,817,197,2423,7,112,202,139,35,495,2918
Total (All India),2001,Suspected/Illicit Relation,6,232,217,75,10,540,12,391,242,15,0,660,1200
Total (All India),2001,Cancellation/Non-Settlement of Marriage,1,254,119,16,2,392,9,406,111,6,0,532,924
Total (All India),2001,Not having Children (Barrenness/Impotency),0,47,86,25,9,167,1,267,246,93,3,610,777
Total (All India),2001,Illness (Aids/STD),1,166,136,135,20,458,5,139,97,29,13,283,741
Total (All India),2001,Cancer,0,56,163,212,108,539,1,29,72,98,41,241,780
Total (All India),2001,Paralysis,2,63,109,200,143,517,2,47,50,101,55,255,772
Total (All India),2001,Insanity/Mental Illness,41,948,1332,922,434,3677,43,682,710,466,280,2181,5858
Total (All India),2001,Other Prolonged Illness,108,2317,3280,3020,1520,10245,126,1935,1729,1238,674,5702,15947
Total (All India),2001,Death of Dear Person,6,107,145,109,74,441,13,179,136,69,33,430,871
Total (All India),2001,Dowry Dispute,0,26,16,2,0,44,1,1784,562,23,0,2370,2414
Total (All India),2001,Divorce,0,26,56,28,11,121,0,105,66,22,2,195,316
Total (All India),2001,Drug Abuse/Addiction,13,339,588,333,64,1337,6,33,18,16,4,77,1414
Total (All India),2001,Failure in Examination,224,887,59,8,0,1178,163,684,34,3,0,884,2062
Total (All India),2001,Fall in Social Reputation,11,235,253,197,82,778,8,186,153,50,34,431,1209
Total (All India),2001,Family Problems,170,4437,5310,3044,938,13899,195,4616,3601,1397,454,10263,24162
Total (All India),2001,Ideological Causes/Hero Worshipping,1,18,15,20,1,55,0,33,10,6,0,49,104
Total (All India),2001,Illegitimate Pregnancy,0,21,9,0,0,30,5,244,83,7,0,339,369
Total (All India),2001,Love Affairs,26,1130,401,43,1,1601,71,1142,273,27,0,1513,3114
Total (All India),2001,"Physical Abuse (Rape,Incest Etc.)",1,43,34,23,8,109,10,173,69,11,4,267,376
Total (All India),2001,Poverty,16,442,752,440,149,1799,15,238,282,175,40,750,2549
Total (All India),2001,Professional/Career Problem,2,207,318,173,56,756,0,40,34,24,3,101,857
Total (All India),2001,Property Dispute,11,269,419,366,134,1199,1,108,153,82,56,400,1599
Total (All India),2001,Unemployment,8,987,946,338,31,2310,4,194,142,64,20,424,2734
Total (All India),2001,Causes Not known,484,3908,4781,2773,1081,13027,441,3149,2340,1144,484,7558,20585
Total (All India),2001,Other Causes (Please Specify),362,2443,2927,2089,851,8672,370,2013,1530,866,403,5182,13854
Total (All India),2001,Total,1498,19981,23503,15408,5924,66314,1509,18929,12945,6171,2638,42192,108506
Total (All India),2001,Total Illness,152,3550,5020,4489,2225,15436,177,2832,2658,1932,1063,8662,24098
Total (All India),2002,Bankruptcy or Sudden change in Economic Status,7,374,944,718,254,2297,10,95,149,80,24,358,2655
Total (All India),2002,Suspected/Illicit Relation,3,249,217,93,2,564,2,446,288,48,10,794,1358
Total (All India),2002,Cancellation/Non-Settlement of Marriage,0,261,117,21,0,399,0,402,136,26,0,564,963
Total (All India),2002,Not having Children (Barrenness/Impotency),0,56,97,60,9,222,3,241,236,64,0,544,766
Total (All India),2002,Illness (Aids/STD),6,103,195,95,47,446,5,89,104,21,23,242,688
Total (All India),2002,Cancer,1,52,175,226,133,587,4,39,101,119,44,307,894
Total (All India),2002,Paralysis,0,63,109,133,137,442,0,49,39,83,35,206,648
Total (All India),2002,Insanity/Mental Illness,39,1148,1526,982,467,4162,45,713,799,483,238,2278,6440
Total (All India),2002,Other Prolonged Illness,77,2414,3776,3291,1814,11372,144,1992,1821,1255,712,5924,17296
Total (All India),2002,Death of Dear Person,5,109,137,91,49,391,6,128,88,59,29,310,701
Total (All India),2002,Dowry Dispute,0,18,10,4,0,32,116,1712,508,39,3,2378,2410
Total (All India),2002,Divorce,0,29,37,14,5,85,0,132,104,26,1,263,348
Total (All India),2002,Drug Abuse/Addiction,5,403,717,400,74,1599,8,40,30,21,11,110,1709
Total (All India),2002,Failure in Examination,181,1016,68,3,0,1268,176,754,50,2,0,982,2250
Total (All India),2002,Fall in Social Reputation,20,155,236,146,38,595,3,119,105,37,15,279,874
Total (All India),2002,Family Problems,190,4537,5672,3249,1104,14752,251,4780,3422,1421,459,10333,25085
Total (All India),2002,Ideological Causes/Hero Worshipping,0,19,10,13,9,51,0,14,11,7,4,36,87
Total (All India),2002,Illegitimate Pregnancy,0,7,0,1,0,8,9,166,79,5,0,259,267
Total (All India),2002,Love Affairs,5,1132,448,35,2,1622,58,1076,324,21,0,1479,3101
Total (All India),2002,"Physical Abuse (Rape,Incest Etc.)",0,76,63,30,6,175,18,140,72,19,6,255,430
Total (All India),2002,Poverty,14,455,710,548,133,1860,9,205,214,120,40,588,2448
Total (All India),2002,Professional/Career Problem,0,224,325,176,30,755,3,108,75,24,6,216,971
Total (All India),2002,Property Dispute,7,186,358,349,65,965,0,82,106,69,31,288,1253
Total (All India),2002,Unemployment,4,876,839,241,19,1979,2,136,97,35,0,270,2249
Total (All India),2002,Causes Not known,391,4135,4540,2894,1168,13128,360,2605,2051,1091,471,6578,19706
Total (All India),2002,Other Causes (Please Specify),351,2820,3485,2142,778,9576,342,2108,1692,727,375,5244,14820
Total (All India),2002,Total,1306,20917,24811,15955,6343,69332,1574,18371,12701,5902,2537,41085,110417
Total (All India),2002,Total Illness,123,3780,5781,4727,2598,17009,198,2882,2864,1961,1052,8957,25966
Total (All India),2003,Bankruptcy or Sudden change in Economic Status,13,437,1053,775,237,2515,8,93,143,77,30,351,2866
Total (All India),2003,Suspected/Illicit Relation,5,239,231,98,8,581,5,403,267,34,1,710,1291
Total (All India),2003,Cancellation/Non-Settlement of Marriage,3,237,149,35,2,426,4,361,124,16,2,507,933
Total (All India),2003,Not having Children (Barrenness/Impotency),0,48,112,42,6,208,4,193,232,94,1,524,732
Total (All India),2003,Illness (Aids/STD),7,144,217,94,40,502,9,125,84,31,18,267,769
Total (All India),2003,Cancer,1,52,151,122,78,404,7,43,90,80,28,248,652
Total (All India),2003,Paralysis,7,50,85,102,86,330,7,47,41,58,31,184,514
Total (All India),2003,Insanity/Mental Illness,42,1255,1739,1130,544,4710,58,802,875,598,280,2613,7323
Total (All India),2003,Other Prolonged Illness,95,2241,3109,2888,1695,10028,110,1767,1805,1183,743,5608,15636
Total (All India),2003,Death of Dear Person,6,187,179,155,56,583,12,194,135,59,27,427,1010
Total (All India),2003,Dowry Dispute,4,15,47,33,1,100,11,1732,555,47,2,2347,2447
Total (All India),2003,Divorce,0,12,63,18,0,93,0,82,110,22,1,215,308
Total (All India),2003,Drug Abuse/Addiction,4,369,726,447,121,1667,2,45,29,15,5,96,1763
Total (All India),2003,Failure in Examination,150,940,91,0,0,1181,164,866,43,1,0,1074,2255
Total (All India),2003,Fall in Social Reputation,8,152,252,141,40,593,17,138,99,56,9,319,912
Total (All India),2003,Family Problems,185,4882,5892,3656,1163,15778,194,4623,3432,1686,595,10530,26308
Total (All India),2003,Ideological Causes/Hero Worshipping,0,58,71,40,8,177,2,41,12,9,1,65,242
Total (All India),2003,Illegitimate Pregnancy,0,0,2,0,1,3,1,172,62,11,0,246,249
Total (All India),2003,Love Affairs,28,1465,577,61,1,2132,58,1351,421,34,0,1864,3996
Total (All India),2003,"Physical Abuse (Rape,Incest Etc.)",6,65,92,41,23,227,14,150,74,28,10,276,503
Total (All India),2003,Poverty,16,485,781,552,147,1981,16,218,253,133,70,690,2671
Total (All India),2003,Professional/Career Problem,1,222,423,191,30,867,0,58,57,23,3,141,1008
Total (All India),2003,Property Dispute,1,268,448,326,97,1140,1,100,142,105,27,375,1515
Total (All India),2003,Unemployment,0,910,859,299,39,2107,4,199,140,62,4,409,2516
Total (All India),2003,Causes Not known,364,3885,4025,2467,1024,11765,328,2359,1742,1025,412,5866,17631
Total (All India),2003,Other Causes (Please Specify),332,3079,3305,2398,1009,10123,262,1969,1371,734,342,4678,14801
Total (All India),2003,Total,1278,21697,24679,16111,6456,70221,1298,18131,12338,6221,2642,40630,110851
Total (All India),2003,Total Illness,152,3742,5301,4336,2443,15974,191,2784,2895,1950,1100,8920,24894
Total (All India),2004,Bankruptcy or Sudden change in Economic Status,12,435,1161,896,201,2705,8,97,141,90,22,358,3063
Total (All India),2004,Suspected/Illicit Relation,2,287,211,50,3,553,6,403,214,39,1,663,1216
Total (All India),2004,Cancellation/Non-Settlement of Marriage,2,197,103,18,1,321,1,350,86,4,0,441,762
Total (All India),2004,Not having Children (Barrenness/Impotency),1,50,95,51,6,203,1,202,235,51,2,491,694
Total (All India),2004,Illness (Aids/STD),3,129,213,75,34,454,7,93,80,24,10,214,668
Total (All India),2004,Cancer,0,54,178,195,136,563,0,28,70,108,53,259,822
Total (All India),2004,Paralysis,4,30,68,117,104,323,2,51,51,41,36,181,504
Total (All India),2004,Insanity/Mental Illness,66,1253,1588,1203,551,4661,57,803,826,538,232,2456,7117
Total (All India),2004,Other Prolonged Illness,87,2376,3387,2940,1795,10585,120,1896,1739,1255,746,5756,16341
Total (All India),2004,Death of Dear Person,7,127,138,106,64,442,10,114,94,58,31,307,749
Total (All India),2004,Dowry Dispute,0,27,17,7,2,53,10,2010,533,32,0,2585,2638
Total (All India),2004,Divorce,0,35,62,26,2,125,0,129,99,14,0,242,367
Total (All India),2004,Drug Abuse/Addiction,7,452,831,458,95,1843,0,37,34,11,2,84,1927
Total (All India),2004,Failure in Examination,223,1058,136,17,2,1436,233,773,51,3,0,1060,2496
Total (All India),2004,Fall in Social Reputation,4,176,179,108,39,506,5,94,68,32,5,204,710
Total (All India),2004,Family Problems,192,4448,5956,3672,1056,15324,194,4660,3399,1470,484,10207,25531
Total (All India),2004,Ideological Causes/Hero Worshipping,1,13,22,7,6,49,2,20,9,0,1,32,81
Total (All India),2004,Illegitimate Pregnancy,0,5,4,2,0,11,6,121,61,5,0,193,204
Total (All India),2004,Love Affairs,22,1398,541,55,2,2018,58,1248,444,31,0,1781,3799
Total (All India),2004,"Physical Abuse (Rape,Incest Etc.)",0,41,39,11,10,101,1,112,71,17,4,205,306
Total (All India),2004,Poverty,10,575,974,766,214,2539,14,233,316,224,77,864,3403
Total (All India),2004,Professional/Career Problem,0,259,369,224,38,890,1,49,57,31,4,142,1032
Total (All India),2004,Property Dispute,14,271,490,336,118,1229,0,142,163,125,30,460,1689
Total (All India),2004,Unemployment,1,983,840,302,25,2151,0,167,190,61,2,420,2571
Total (All India),2004,Causes Not known,342,3865,4515,2947,1162,12831,316,2519,1858,900,388,5981,18812
Total (All India),2004,Other Causes (Please Specify),467,3073,3733,2476,986,10735,394,2168,1557,910,431,5460,16195
Total (All India),2004,Total,1467,21617,25850,17065,6652,72651,1446,18519,12446,6074,2561,41046,113697
Total (All India),2004,Total Illness,160,3842,5434,4530,2620,16586,186,2871,2766,1966,1077,8866,25452
Total (All India),2005,Bankruptcy or Sudden change in Economic Status,7,465,1090,920,206,2688,6,121,160,95,25,407,3095
Total (All India),2005,Suspected/Illicit Relation,7,253,210,81,11,562,24,369,225,39,1,658,1220
Total (All India),2005,Cancellation/Non-Settlement of Marriage,4,261,134,37,5,441,2,383,123,8,0,516,957
Total (All India),2005,Not having Children (Barrenness/Impotency),6,52,114,47,4,223,4,207,247,91,3,552,775
Total (All India),2005,Illness (Aids/STD),7,133,325,157,72,694,13,188,120,50,34,405,1099
Total (All India),2005,Cancer,5,53,126,201,127,512,4,17,43,90,82,236,748
Total (All India),2005,Paralysis,11,63,142,188,167,571,8,44,50,70,47,219,790
Total (All India),2005,Insanity/Mental Illness,33,1334,1757,1266,557,4947,40,845,832,623,317,2657,7604
Total (All India),2005,Other Prolonged Illness,67,2085,2895,2655,1783,9485,96,1745,1544,1152,798,5335,14820
Total (All India),2005,Death of Dear Person,4,106,185,120,59,474,7,95,154,68,22,346,820
Total (All India),2005,Dowry Dispute,2,17,24,3,0,46,0,1727,536,39,3,2305,2351
Total (All India),2005,Divorce,0,23,39,29,10,101,0,93,111,12,0,216,317
Total (All India),2005,Drug Abuse/Addiction,7,460,896,484,104,1951,2,30,28,10,11,81,2032
Total (All India),2005,Failure in Examination,185,1002,79,14,0,1280,265,687,43,6,2,1003,2283
Total (All India),2005,Fall in Social Reputation,8,394,345,223,65,1035,11,263,171,63,29,537,1572
Total (All India),2005,Family Problems,161,4450,5876,3781,1089,15357,163,4625,3171,1577,548,10084,25441
Total (All India),2005,Ideological Causes/Hero Worshipping,5,29,45,42,20,141,1,40,18,10,5,74,215
Total (All India),2005,Illegitimate Pregnancy,1,4,2,0,0,7,3,116,41,4,0,164,171
Total (All India),2005,Love Affairs,37,1251,491,43,4,1826,59,1281,315,14,1,1670,3496
Total (All India),2005,"Physical Abuse (Rape,Incest Etc.)",2,25,26,13,1,67,5,94,26,9,1,135,202
Total (All India),2005,Poverty,4,422,746,575,201,1948,9,187,225,126,53,600,2548
Total (All India),2005,Professional/Career Problem,0,185,311,154,16,666,1,27,31,5,5,69,735
Total (All India),2005,Property Dispute,3,200,463,457,91,1214,2,69,152,110,12,345,1559
Total (All India),2005,Unemployment,7,749,773,275,24,1828,8,146,134,50,6,344,2172
Total (All India),2005,Causes Not known,276,3901,4075,2626,911,11789,223,2494,1699,959,281,5656,17445
Total (All India),2005,Other Causes (Please Specify),479,3906,4763,2845,1070,13063,271,2518,2052,1109,434,6384,19447
Total (All India),2005,Total,1328,21823,25932,17236,6597,72916,1227,18411,12251,6389,2720,40998,113914
Total (All India),2005,Total Illness,123,3668,5245,4467,2706,16209,161,2839,2589,1985,1278,8852,25061
Total (All India),2006,Bankruptcy or Sudden change in Economic Status,3,445,1174,1014,282,2918,3,114,171,87,27,402,3320
Total (All India),2006,Suspected/Illicit Relation,3,217,219,61,2,502,11,352,247,22,0,632,1134
Total (All India),2006,Cancellation/Non-Settlement of Marriage,0,226,113,9,1,349,0,395,110,10,1,516,865
Total (All India),2006,Not having Children (Barrenness/Impotency),0,45,88,45,8,186,0,204,208,42,2,456,642
Total (All India),2006,Illness (Aids/STD),1,135,246,82,40,504,11,128,112,28,10,289,793
Total (All India),2006,Cancer,0,50,129,201,144,524,2,25,81,78,37,223,747
Total (All India),2006,Paralysis,2,41,102,143,89,377,3,34,35,45,43,160,537
Total (All India),2006,Insanity/Mental Illness,45,1475,1878,1265,619,5282,69,877,899,575,343,2763,8045
Total (All India),2006,Other Prolonged Illness,80,2314,3370,2937,1845,10546,117,2079,1799,1205,751,5951,16497
Total (All India),2006,Death of Dear Person,5,104,188,135,48,480,7,122,121,124,25,399,879
Total (All India),2006,Dowry Dispute,0,32,27,1,0,60,1,1720,533,21,1,2276,2336
Total (All India),2006,Divorce,0,29,95,38,6,168,0,106,88,32,0,226,394
Total (All India),2006,Drug Abuse/Addiction,3,451,1045,482,116,2097,5,30,36,11,9,91,2188
Total (All India),2006,Failure in Examination,242,1038,48,6,1,1335,270,747,23,3,0,1043,2378
Total (All India),2006,Fall in Social Reputation,6,218,387,219,59,889,11,186,138,97,24,456,1345
Total (All India),2006,Family Problems,129,5366,7293,4440,1444,18672,166,5656,3874,1851,552,12099,30771
Total (All India),2006,Ideological Causes/Hero Worshipping,3,56,81,29,11,180,3,58,38,9,1,109,289
Total (All India),2006,Illegitimate Pregnancy,0,10,0,0,0,10,10,171,68,8,0,257,267
Total (All India),2006,Love Affairs,18,1542,599,36,0,2195,42,1458,350,18,1,1869,4064
Total (All India),2006,"Physical Abuse (Rape,Incest Etc.)",1,23,39,20,3,86,9,130,80,6,4,229,315
Total (All India),2006,Poverty,14,375,914,547,145,1995,22,170,240,156,60,648,2643
Total (All India),2006,Professional/Career Problem,0,206,461,235,53,955,0,42,60,30,4,136,1091
Total (All India),2006,Property Dispute,1,416,626,530,74,1647,2,108,228,240,19,597,2244
Total (All India),2006,Unemployment,1,752,686,211,14,1664,0,116,83,28,0,227,1891
Total (All India),2006,Causes Not known,298,4052,4151,2476,842,11819,249,2434,1641,737,279,5340,17159
Total (All India),2006,Other Causes (Please Specify),339,3139,3850,2183,751,10262,257,1997,1627,798,337,5016,15278
Total (All India),2006,Total,1194,22757,27809,17345,6597,75702,1270,19459,12890,6261,2530,42410,118112
Total (All India),2006,Total Illness,128,4015,5725,4628,2737,17233,202,3143,2926,1931,1184,9386,26619
Total (All India),2007,Bankruptcy or Sudden change in Economic Status,2,439,1176,1051,342,3010,1,92,114,84,11,302,3312
Total (All India),2007,Suspected/Illicit Relation,11,246,242,81,6,586,10,381,291,30,1,713,1299
Total (All India),2007,Cancellation/Non-Settlement of Marriage,0,251,151,11,0,413,3,435,124,9,0,571,984
Total (All India),2007,Not having Children (Barrenness/Impotency),0,42,141,41,9,233,0,244,248,66,10,568,801
Total (All India),2007,Illness (Aids/STD),3,142,253,125,95,618,7,94,130,79,24,334,952
Total (All India),2007,Cancer,1,57,126,200,163,547,0,19,79,93,56,247,794
Total (All India),2007,Paralysis,0,27,78,118,104,327,1,25,50,51,42,169,496
Total (All India),2007,Insanity/Mental Illness,37,1445,2014,1575,540,5611,59,1014,1028,634,292,3027,8638
Total (All India),2007,Other Prolonged Illness,72,2361,3301,3050,1816,10600,113,2041,1707,1197,794,5852,16452
Total (All India),2007,Death of Dear Person,4,93,132,94,41,364,10,145,115,59,26,355,719
Total (All India),2007,Dowry Dispute,0,22,14,0,2,38,13,2242,812,43,0,3110,3148
Total (All India),2007,Divorce,0,23,75,30,2,130,0,88,95,22,0,205,335
Total (All India),2007,Drug Abuse/Addiction,9,523,1009,570,139,2250,1,32,28,15,6,82,2332
Total (All India),2007,Failure in Examination,179,848,53,4,2,1086,179,684,19,8,0,890,1976
Total (All India),2007,Fall in Social Reputation,5,212,296,138,44,695,1,194,152,49,14,410,1105
Total (All India),2007,Family Problems,145,5152,7173,4498,1368,18336,162,4871,3632,1739,498,10902,29238
Total (All India),2007,Ideological Causes/Hero Worshipping,0,45,75,32,9,161,2,60,27,10,1,100,261
Total (All India),2007,Illegitimate Pregnancy,0,6,2,5,1,14,3,107,33,1,0,144,158
Total (All India),2007,Love Affairs,17,1233,444,42,9,1745,75,1289,261,12,1,1638,3383
Total (All India),2007,"Physical Abuse (Rape,Incest Etc.)",0,47,39,32,3,121,3,115,44,19,3,184,305
Total (All India),2007,Poverty,11,434,877,621,204,2147,27,209,254,139,33,662,2809
Total (All India),2007,Professional/Career Problem,1,285,517,261,53,1117,4,58,55,35,4,156,1273
Total (All India),2007,Property Dispute,2,280,410,297,78,1067,2,106,120,90,26,344,1411
Total (All India),2007,Unemployment,2,993,834,262,24,2115,9,179,81,9,1,279,2394
Total (All India),2007,Causes Not known,314,4495,4748,3266,1056,13879,300,2745,2058,1055,372,6530,20409
Total (All India),2007,Other Causes (Please Specify),369,3745,4371,2709,891,12085,310,2245,1724,910,379,5568,17653
Total (All India),2007,Total,1184,23446,28551,19113,7001,79295,1295,19714,13281,6458,2594,43342,122637
Total (All India),2007,Total Illness,113,4032,5772,5068,2718,17703,180,3193,2994,2054,1208,9629,27332
Total (All India),2008,Bankruptcy or Sudden change in Economic Status,2,429,1144,877,229,2681,2,76,116,80,15,289,2970
Total (All India),2008,Suspected/Illicit Relation,3,265,270,76,8,622,10,339,237,47,9,642,1264
Total (All India),2008,Cancellation/Non-Settlement of Marriage,4,261,146,28,2,441,7,376,114,9,2,508,949
Total (All India),2008,Not having Children (Barrenness/Impotency),0,31,178,41,6,256,0,173,270,43,1,487,743
Total (All India),2008,Illness (Aids/STD),1,57,204,221,94,577,0,37,105,70,26,238,815
Total (All India),2008,Cancer,0,32,125,222,130,509,2,18,70,104,38,232,741
Total (All India),2008,Paralysis,4,82,102,134,130,452,1,51,55,53,40,200,652
Total (All India),2008,Insanity/Mental Illness,51,1483,2039,1403,573,5549,62,1034,1045,694,315,3150,8699
Total (All India),2008,Other Prolonged Illness,52,2523,3525,2973,1673,10746,94,2060,1880,1114,757,5905,16651
Total (All India),2008,Death of Dear Person,8,128,165,139,56,496,9,316,116,59,23,523,1019
Total (All India),2008,Dowry Dispute,2,31,19,4,1,57,10,2184,740,46,1,2981,3038
Total (All India),2008,Divorce,1,23,89,42,0,155,0,121,108,26,0,255,410
Total (All India),2008,Drug Abuse/Addiction,5,637,1135,654,173,2604,2,31,54,30,9,126,2730
Total (All India),2008,Failure in Examination,154,1011,53,10,3,1231,159,770,25,4,0,958,2189
Total (All India),2008,Fall in Social Reputation,2,261,295,171,61,790,5,173,119,51,13,361,1151
Total (All India),2008,Family Problems,137,5215,7368,4434,1348,18502,193,4812,3995,1709,566,11275,29777
Total (All India),2008,Ideological Causes/Hero Worshipping,0,60,106,51,15,232,0,77,56,23,4,160,392
Total (All India),2008,Illegitimate Pregnancy,0,10,10,0,0,20,5,147,62,4,0,218,238
Total (All India),2008,Love Affairs,17,1417,435,39,4,1912,75,1468,291,27,1,1862,3774
Total (All India),2008,"Physical Abuse (Rape,Incest Etc.)",1,32,47,16,4,100,6,168,71,21,1,267,367
Total (All India),2008,Poverty,5,467,907,691,206,2276,12,249,267,161,41,730,3006
Total (All India),2008,Professional/Career Problem,0,248,427,288,68,1031,2,54,51,32,6,145,1176
Total (All India),2008,Property Dispute,6,226,435,312,79,1058,0,112,124,75,25,336,1394
